RNA site location (hg38)	H276_OLIG	H286_OLIG	H344_OLIG	H372_OLIG	H395_OLIG	H406_OLIG	H412_OLIG	H427_OLIG	H444_OLIG
chr6_149348286	0.23	0.23	0.08	0.23	0.28	0.18	0.35	0.09	0.25
chr6_149348299	0.08	0.12	0.07	0.08	0.08	0.06	0.08	0.09	0.09
chr6_149348314	0.06	0.14	0.14	0.08	0.14	0.14	0.28	0.14	0.16
chr6_149348330	0.065	0.039	0.061	0.051	0.065	0.085	0.08	0.065	0.108
chr6_149348331	0.25	0.23	0.25	0.31	0.33	0.29	0.4	0.06	0.27
chr6_149381825	0.42	0.44	0.73	0.67	0.38	0.29	0.44	0.6	0.5
chr6_149382943	0.52	0.33	0.21	0.46	0.46	0.2	0.33	0.14	0.33
chr6_149382944	0.39	0.28	0.28	0.38	0.24	0.16	0.4	0.14	0.28
chr6_149382950	0.65	0.73	0.62	0.71	0.52	0.52	0.57	0.22	0.62
chr6_149382951	0.32	0.31	0.38	0.43	0.23	0.2	0.31	0.14	0.31
chr6_149383004	0.16	0.28	0.63	0.46	0.43	0.72	0.54	0.5	0.6
chr6_149383005	0.1	0.28	0.15	0.36	0.29	0.64	0.21	0.14	0.62
chr6_149383028	0.18	0.39	0.54	0.29	0.52	0.39	0.39	0.1	0.52
chr6_149383034	0.22	0.23	0.33	0.24	0.3	0.1	0.2	0.31	0.2
chr6_149383048	0.38	0.15	0.68	0.58	0.41	0.75	0.56	0.26	0.28
chr6_149383061	0.21	0.21	0.43	0.4	0.18	0.2	0.14	0.13	0.205
chr6_149383075	0.2	0.21	0.34	0.28	0.1	0.17	0.14	0.28	0.16
chr6_149383076	0.21	0.21	0.34	0.31	0.32	0.19	0.3	0.3	0.35
chr6_149383096	0.095	0.095	0.15	0.1	0.095	0.095	0.09	0.095	0.06
chr6_149383100	0.16	0.06	0.34	0.38	0.06	0.23	0.16	0.12	0.16
chr6_149383112	0.19	0.1	0.12	0.41	0.25	0.22	0.22	0.12	0.16
chr6_149383115	0.2	0.08	0.16	0.32	0.16	0.08	0.15	0.1	0.25
chr6_149506676	0.5	0.455	0.786	0.8	0.2	0.5	0.85	0.25	0.5
chr6_149530754	0.14	0.26	0.14	0.27	0.16	0.4	0.5	0.23	0.245
chr6_149573230	0.79	0.83	0.75	0.62	0.57	0.89	0.81	0.5	0.7
chr6_149573414	0.11	0.28	0.5	0.39	0.24	0.38	0.37	0.1	0.2
chr6_149591171	0.35	0.32	0.38	0.31	0.335	0.39	0.55	0.3	0.28
chr6_149591241	0.18	0.06	0.18	0.11	0.13	0.15	0.12	0.13	0.13
chr6_149591242	0.14	0.1	0.18	0.14	0.14	0.21	0.16	0.13	0.12
chr6_149591247	0.081	0.061	0.073	0.035	0.061	0.051	0.061	0.104	0.057
chr6_149591408	0.09	0.07	0.06	0.06	0.1	0.11	0.08	0.14	0.06
chr6_149599133	0.316	0.353	0.6	0.294	0.348	0.3825	0.545	0.412	0.444
chr6_149662705	0.07	0.08	0.14	0.095	0.16	0.1	0.11	0.08	0.09
chr6_149662719	0	0.053	0	0	0.105	0	0	0	0
chr6_149662732	0.13	0.09	0.16	0.08	0.11	0.11	0.11	0.21	0.11
chr6_149662741	0	0	0	0	0.056	0	0.062	0.053	0.071
chr6_149662744	0.42	0.27	0.38	0.42	0.28	0.38	0.37	0.57	0.35
chr6_149662844	0.43	0.29	0.44	0.4	0.45	0.8	0.38	0.33	0.41
chr6_149663232	0.5	0.18	0.36	0.38	0.35	0.25	0.41	0.34	0.48
chr6_149664828	0.46	0.18	0.26	0.35	0.19	0.26	0.21	0.26	0.32
chr6_149668534	0.39	0.52	0.57	0.69	0.39	0.35	0.39	0.33	0.13
chr6_149668539	0.46	0.45	0.45	0.71	0.32	0.45	0.45	0.27	0.18
chr6_149668544	0.385	0.5	0.444	0.455	0.3	0.385	0.174	0.25	0.385
chr6_149668552	0.59	0.42	0.42	0.5	0.21	0.33	0.36	0.26	0.23
chr6_149668690	0.391	0.526	0.267	0.471	0.167	0.273	0.333	0.5	0.362
chr6_149668895	0.29	0.14	0.29	0.22	0.38	0.48	0.29	0.29	0.29
chr6_149668901	0.64	0.67	0.71	0.65	0.57	0.48	0.37	0.47	0.43
chr6_149669102	0.12	0.12	0.14	0.12	0.25	0.07	0.13	0.11	0.11
chr6_149671952	0.08	0.08	0.13	0.08	0.08	0.09	0.12	0.07	0.07
chr6_149671986	0.12	0.17	0.25	0.18	0.175	0.17	0.09	0.21	0.19
chr6_149671992	0.13	0.17	0.07	0.12	0.16	0.16	0.19	0.23	0.16
chr6_149671996	0.2	0.1	0.13	0.12	0.17	0.15	0.17	0.23	0.13
chr6_149672026	0.48	0.51	0.64	0.41	0.495	0.33	0.55	0.63	0.41
chr6_149672027	0.38	0.49	0.53	0.43	0.29	0.42	0.47	0.5	0.42
chr6_149730821	0.31	0.444	0.267	0.185	0.25	0.267	0.333	0.2	0.267
chr6_149733544	1	0.93	0.9	0.59	0.86	1	0.86	1	0.87
chr6_149760793	0.38	0.39	0.29	0.33	0.22	0.3	0.25	0.45	0.58
chr6_149760801	0.69	0.68	0.86	1	0.54	0.44	0.53	0.56	0.82
chr6_149760802	0.62	0.59	0.29	0.45	0.25	0.45	0.45	0.45	0.53
chr6_149761529	0.75	0.29	0.9	0.54	0.56	0.94	0.5	0.77	0.655
chr6_149775609	0.286	0.391	0.391	0.333	0.231	1	0.391	0.75	0.429
chr6_149778749	0.91	0.85	0.9	0.5	0.6	0.55	0.67	0.33	0.5
chr6_149778774	0.64	0.61	0.62	0.56	0.5	0.585	0.38	0.4	0.73
chr6_149835178	0.32	0.4	0.21	0.5	0.36	0.31	0.42	0.36	0.36
chr6_150810388	0.88	1	0.85	0.95	0.89	0.71	0.85	0.29	0.81
chr6_150810398	0.42	0.79	0.32	0.49	0.27	0.57	0.31	0.24	0.32
chr6_150810408	0.78	0.59	0.89	0.91	0.88	0.67	0.77	0.88	0.82
chr6_150810416	0.38	0.19	0.395	0.61	0.23	0.69	0.37	0.62	0.41
chr6_151393904	0.089	0.089	0.175	0.093	0.102	0.045	0.089	0.052	0.085
chr6_151394008	0.48	0.55	0.5	0.41	0.84	0.7	0.46	0.42	0.71
chr6_151394028	0.54	0.7	0.73	0.5	0.67	0.74	0.59	0.28	0.88
chr6_151394030	0.31	0.32	0.44	0.38	0.22	0.26	0.41	0.26	0.38
chr6_151394574	0.93	0.33	0.93	0.6	0.64	0.64	0.64	0.64	0.86
chr6_151396019	0.52	0.2	0.4	0.44	0.64	0.41	0.59	0.5	0.25
chr6_151396069	0.244	0.143	0.318	0.189	0.409	0.273	0.259	0.167	0.125
chr6_151396079	0.35	0.2	0.63	0.41	0.375	0.37	0.49	0.35	0.38
chr6_151399596	0.2	0.25	0.179	0.4	0.214	0.238	0.214	0.167	0.214
chr6_151399609	0.2	0.24	0.14	0.57	0.21	0.14	0.21	0.29	0.21
chr6_151399694	0.27	0.1	0.21	0.38	0.2	0.18	0.2	0.31	0.205
chr6_151399731	0.11	0.11	0.12	0.11	0.11	0.08	0.16	0.07	0.11
chr6_152219143	1	1	1	1	1	1	1	1	1
chr6_152297824	0.1	1	1	0.46	1	1	0.38	0.97	1
chr6_15254922	0.47	0.64	0.75	0.68	0.44	0.71	0.68	0.66	0.41
chr6_15271546	0.09	0.25	0.25	0.35	0.35	0.13	0.28	0.25	0.09
chr6_15271554	0.14	0.12	0.26	0.32	0.32	0.24	0.28	0.36	0.11
chr6_15271555	0.11	0.16	0.16	0.32	0.22	0.11	0.22	0.35	0.3
chr6_152986182	0.8	0.933	0.364	0.636	0.933	0.737	0.75	0.775	1
chr6_152986188	0.43	0.5	0.425	0.42	0.21	0.4	0.3	0.56	0.59
chr6_153002459	0.16	1	0.29	0.09	0.29	0.29	1	0.24	1
chr6_154421026	0.436	1	0.846	1	0.368	0.692	0.4	1	1
chr6_154421030	0.488	1	0.188	1	0.35	0.733	0.414	1	1
chr6_154421099	0.11	0.15	0.25	0.16	0.24	0.16	0.17	0.28	0.21
chr6_154499737	0.34	0.25	0.24	0.13	0.25	0.245	0.16	0.17	0.47
chr6_154739066	1	0.53	0.6	0.91	0.715	1	0.76	0.67	0.61
chr6_154745448	0.27	0.29	0.5	0.29	0.36	0.82	0.5	0.16	0.69
chr6_154745453	0.38	0.22	0.37	0.69	0.56	0.73	0.3	0.21	0.6
chr6_154745474	0.38	0.25	0.41	0.24	0.17	0.77	0.64	0.315	0.19
chr6_154745503	0.33	0.3	0.31	0.3	0.5	0.5	0.5	0.43	0.75
chr6_154745513	0.43	0.53	0.71	0.5	0.62	0.77	0.81	0.21	0.78
chr6_154747430	0.28	0.28	0.24	0.28	0.43	0.28	0.55	0.22	0.48
chr6_154753974	0.11	0.17	0.5	0.28	0.265	0.47	0.13	0.57	0.25
chr6_154757209	0.375	0.429	0.6	0.643	0.643	0.812	0.667	0.643	0.706
chr6_154761349	0.58	0.3	0.79	0.78	0.91	0.71	0.67	0.42	0.68
chr6_154761366	0.94	0.86	0.87	0.75	1	1	0.93	0.75	1
chr6_154763311	1	1	1	1	1	1	1	1	1
chr6_154770229	0.12	0.25	0.33	0.17	0.3	0.21	0.38	0.12	0.22
chr6_154770252	0.12	0.16	0.12	0.1	0.16	0.19	0.27	0.16	0.24
chr6_154770273	0.09	0.08	0.07	0.07	0.16	0.1	0.09	0.09	0.12
chr6_154770449	0.27	0.39	0.67	0.26	0.26	0.43	0.53	0.47	0.5
chr6_154770451	0.294	0.2	0.357	0.217	0.357	0.357	0.462	0.444	0.667
chr6_154773003	0.46	0.2	0.27	0.415	0.41	0.44	0.42	0.33	0.6
chr6_15520568	0.06	0.08	0.08	0.08	0.1	0.08	0.09	0.1	0.06
chr6_156779938	1	1	1	1	1	1	1	1	1
chr6_156795115	0.4	0.19	0.2	0.3	0.3	0.3	0.3	0.6	0.62
chr6_156835940	0.273	0.417	0.5	0.417	0.214	0.417	0.167	0.533	0.688
chr6_156962595	0.76	0.71	0.5	0.58	0.83	0.655	0.57	0.6	0.84
chr6_156984904	0.52	0.51	0.395	0.44	0.3	0.13	0.52	0.35	0.23
chr6_156984971	0.31	0.15	0.12	0.19	0.28	0.185	0.36	0.14	0.18
chr6_156987000	0.24	0.26	0.45	0.24	0.43	0.33	0.24	0.37	0.48
chr6_156987001	0.175	0.175	0.158	0.233	0.129	0.125	0.175	0.2	0.214
chr6_156987015	0.5	0.52	0.68	0.55	0.56	0.43	0.5	0.65	0.78
chr6_156987018	0.32	0.28	0.48	0.24	0.29	0.285	0.15	0.12	0.3
chr6_156987023	0.15	0.18	0.54	0.39	0.23	0.27	0.2	0.24	0.47
chr6_156987025	0.17	0.24	0.29	0.24	0.21	0.23	0.25	0.25	0.31
chr6_156987071	0.58	0.7	0.715	0.78	0.68	0.73	0.77	0.63	0.86
chr6_156987098	0.07	0.07	0.176	0.1	0.13	0.065	0.07	0.065	0.038
chr6_156987448	0.82	0.69	0.8	0.72	0.75	0.54	0.68	1	0.67
chr6_156987456	0.88	0.57	0.83	0.83	0.83	0.46	0.86	1	0.73
chr6_157050172	1	1	1	1	1	1	1	1	1
chr6_157208715	0.31	0.38	0.19	0.28	0.43	0.42	0.24	0.335	0.36
chr6_157310920	0.121	0.162	0.109	0.14	0.16	0.277	0.161	0.184	0.194
chr6_157312309	0.364	0.485	0.569	0.448	0.423	0.632	0.389	0.633	0.468
chr6_157313249	0.5	0.667	0.625	1	0.527	0.429	0.9	0.4	0.383
chr6_157395184	0.64	0.43	0.56	0.44	0.9	0.83	0.73	0.36	0.94
chr6_157395212	0.64	0.59	0.38	0.55	0.61	0.59	0.59	0.4	0.76
chr6_157505379	0.77	0.59	0.69	0.79	0.85	0.85	0.7	0.87	0.76
chr6_157505385	0.54	0.3	0.54	0.17	0.15	0.58	0.55	0.5	0.47
chr6_157589007	0.25	0.571	0.25	0.867	0.417	0.4495	0.444	0.455	0.5
chr6_157589008	0.38	0.5	0.64	0.48	0.61	0.5	0.53	0.4	0.44
chr6_157589009	0.25	0.57	0.33	0.41	0.33	0.33	0.71	0.47	0.43
chr6_157589034	0.45	0.43	0.8	0.71	0.63	0.58	0.91	0.75	0.96
chr6_157589036	0.5	0.9	1	0.97	0.84	0.85	0.91	0.88	0.96
chr6_157589037	0.6	0.9	1	0.94	0.89	0.83	1	0.75	1
chr6_157589043	0.37	0.45	0.75	0.49	0.47	0.56	0.76	0.63	0.37
chr6_157589093	0.28	0.22	0.43	0.57	0.13	0.4	0.74	0.5	0.1
chr6_157825493	1	1	1	1	1	1	1	1	1
chr6_157832547	0.61	0.58	0.58	0.48	0.61	0.56	0.52	0.52	0.64
chr6_157832556	0.46	0.24	0.2	0.37	0.2	0.29	0.23	0.42	0.32
chr6_157832558	0.17	0.16	0.36	0.12	0.35	0.26	0.31	0.29	0.18
chr6_157832559	0.13	0.29	0.26	0.11	0.19	0.21	0.21	0.21	0.21
chr6_157832565	0.28	0.21	0.33	0.31	0.295	0.44	0.35	0.21	0.17
chr6_157832666	0.111	0.133	0.088	0.089	0.37	0.122	0.156	0.075	0.273
chr6_157832686	0.097	0.135	0.133	0.167	0.115	0.167	0.133	0.093	0.133
chr6_157832687	0.23	0.3	0.25	0.25	0.27	0.22	0.2	0.21	0.24
chr6_157832688	0.12	0.42	0.22	0.29	0.22	0.21	0.37	0.27	0.245
chr6_157832689	0.19	0.2	0.23	0.22	0.27	0.37	0.1	0.1	0.21
chr6_157832761	0.47	0.57	0.46	0.45	0.16	0.28	0.56	0.46	0.64
chr6_157832772	0.15	0.19	0.1	0.1	0.1	0.1	0.1	0.06	0.17
chr6_157847312	0.33	0.36	0.24	0.57	0.57	0.4	0.33	0.64	0.44
chr6_157847371	0.23	0.68	0.35	0.58	0.41	0.43	0.45	0.92	0.38
chr6_157911088	0.31	0.38	0.4	0.5	0.22	0.47	0.34	0.43	0.38
chr6_157989426	0.41	0.18	0.19	0.25	0.54	0.36	0.44	0.29	0.325
chr6_158035967	0.38	0.22	0.24	0.22	0.39	0.31	0.43	0.3	0.26
chr6_158058745	0.187	0.247	0.106	0.038	0.25	0.1475	0.108	0.049	0.408
chr6_158058786	0.117	0.159	0.065	0.054	0.175	0.117	0.083	0.117	0.271
chr6_158058806	0.108	0.074	0.067	0.041	0.162	0.088	0.088	0.088	0.275
chr6_158058858	0.062	0.119	0.108	0.11	0.081	0.109	0.062	0.122	0.26
chr6_158059648	0.21	0.13	0.26	0.1	0.32	0.26	0.27	0.26	0.42
chr6_158059694	0.458	0.094	0.273	0.073	0.273	0.25	0.385	0.273	0.769
chr6_158076067	0.52	0.5	0.46	0.47	0.48	0.57	0.35	0.22	0.23
chr6_158079553	0.74	0.91	0.53	0.82	0.46	1	0.89	0.55	0.47
chr6_158079571	0.76	0.95	1	0.84	0.79	0.92	0.95	0.58	0.61
chr6_158079576	0.74	0.95	1	0.89	0.74	0.92	0.89	0.64	0.55
chr6_158084603	0.171	0.25	0.176	0.361	0.2	0.2	0.143	0.2	0.278
chr6_158084692	0.175	0.121	0.2	0.094	0.118	0.1625	0.211	0.15	0.296
chr6_158084705	0.136	0.188	0.107	0.196	0.118	0.188	0.341	0.188	0.355
chr6_158084715	0.31	0.5	0.28	0.57	0.48	0.25	0.5	0.49	0.52
chr6_158084718	0.19	0.324	0.258	0.286	0.308	0.286	0.432	0.286	0.265
chr6_158084732	0.183	0.143	0.269	0.246	0.089	0.246	0.41	0.246	0.312
chr6_158084744	0.64	0.41	0.39	0.44	0.55	0.19	0.65	0.44	0.7
chr6_158084754	0.35	0.24	0.37	0.39	0.33	0.16	0.46	0.22	0.54
chr6_158085097	0.85	0.5	0.38	0.5	0.55	0.555	0.62	0.62	0.56
chr6_158085268	0.267	0.208	0.25	0.294	0.312	0.267	0.143	0.267	0.5
chr6_158091196	0.69	0.82	0.75	0.56	0.38	0.78	0.86	0.85	0.84
chr6_158091265	0.34	0.58	0.52	0.43	0.38	0.36	0.33	0.25	0.4
chr6_158091266	0.32	0.6	0.6	0.44	0.1	0.47	0.43	0.25	0.48
chr6_158097843	0.16	0.06	0.16	0.29	0.3	0.16	0.32	0.12	0.1
chr6_158100150	0.3	0.37	0.5	0.35	0.24	0.26	0.285	0.27	0.27
chr6_158100213	0.43	0.61	0.375	0.29	0.23	0.28	0.56	0.32	0.45
chr6_158100215	0.58	0.8	0.46	0.44	0.49	0.67	0.56	0.39	0.86
chr6_158100248	0.16	0.21	0.21	0.19	0.2	0.37	0.15	0.18	0.3
chr6_158100249	0.389	0.294	0.235	0.24	0.157	0.24	0.2	0.275	0.24
chr6_158100252	0.16	0.48	0.29	0.29	0.28	0.29	0.25	0.33	0.46
chr6_158100272	0.42	0.41	0.33	0.5	0.25	0.21	0.23	0.2	0.44
chr6_158100312	0.255	0.3	0.2	0.32	0.324	0.417	0.114	0.218	0.378
chr6_158100318	0.105	0.2	0.182	0.182	0.113	0.333	0.182	0.062	0.184
chr6_158159269	0.69	0.27	0.8	1	0.5	0.74	0.87	0.62	0.29
chr6_158234339	0.16	0.16	0.17	0.1	0.19	0.16	0.13	0.3	0.12
chr6_158238439	0.38	0.26	0.39	0.26	0.16	0.39	0.3	0.26	0.38
chr6_158248187	0.78	1	1	1	1	0.8	0.94	0.64	0.38
chr6_158271602	0.375	0.158	0.222	0.222	0.467	0.222	0.208	0.214	0.222
chr6_158271644	0.57	0.37	0.5	0.56	0.47	0.58	0.44	0.25	0.41
chr6_158271665	0.35	0.12	0.32	0.14	0.28	0.19	0.26	0.18	0.31
chr6_158271720	0	0	0	0	0	0	0	0	0
chr6_158272436	0.16	0.18	0.17	0.45	0.14	0.19	0.07	0.13	0.24
chr6_158272448	0.08	0.22	0.21	0.4	0.16	0.29	0.2	0.16	0.26
chr6_158306427	1	1	1	1	1	1	1	1	0.476
chr6_158306451	0.222	0.172	0.154	0.29	0.125	0.13	0.16	0.088	0.148
chr6_158306452	0.41	0.2	0.07	0.42	0.21	0.31	0.49	0.12	0.46
chr6_158306509	0.19	0.26	0.07	0.4	0.31	0.08	0.44	0.11	0.21
chr6_158315181	0.07	0.07	0.06	0.21	0.07	0.08	0.08	0.06	0.07
chr6_158315222	0.059	0.073	0.069	0.183	0.084	0.111	0.14	0.039	0.098
chr6_158315348	0.1	0.1	0.12	0.06	0.1	0.07	0.1	0.1	0.1
chr6_158316262	0.245	0.14	0.19	0.33	0.14	0.25	0.33	0.24	0.28
chr6_158318222	0.23	0.2	0.44	0.24	0.25	0.235	0.28	0.19	0.13
chr6_158318250	0.38	0.36	0.6	0.9	0.37	0.43	0.28	0.48	0.55
chr6_158318258	0.28	0.38	0.57	0.71	0.43	0.45	0.31	0.47	0.5
chr6_158331716	0.93	0.92	1	0.92	1	0.92	0.8	0.88	0.07
chr6_158332202	0.92	1	1	0.97	1	1	1	1	1
chr6_158332204	0.95	1	0.96	0.93	1	1	1	1	1
chr6_158332206	0.95	1	0.48	0.36	1	1	0.95	0.47	0.95
chr6_158332208	0.42	0.97	0.33	0.28	0.96	1	1	0.96	0.96
chr6_158348173	0.74	0.93	0.9	1	1	0.67	1	1	0.5
chr6_158350546	0.48	0.39	0.38	0.58	0.48	0.86	0.56	0.38	0.8
chr6_158350547	0.16	0.29	0.29	0.29	0.35	0.33	0.11	0.19	0.29
chr6_158350549	0.16	0.23	0.26	0.5	0.25	0.33	0.27	0.16	0.55
chr6_158350640	0.11	0.17	0.26	0.2	0.35	0.3	0.35	0.14	0.52
chr6_158355296	0.45	0.46	1	1	0.38	0.67	0.6	0.67	0.85
chr6_158355314	1	0.94	0.88	1	0.67	0.45	0.95	0.57	0.89
chr6_158355320	0.93	0.67	1	1	0.45	0.52	0.76	0.56	0.81
chr6_158355346	0.29	0.21	0.7	0.52	0.39	0.33	0.26	0.28	0.21
chr6_158355347	0.68	0.44	0.79	0.47	0.32	0.72	0.3	0.2	0.4
chr6_158355348	0.52	0.35	0.57	0.4	0.4	0.47	0.43	0.25	0.52
chr6_158371189	1	1	1	1	1	1	1	1	1
chr6_158379872	1	1	1	1	1	1	1	1	1
chr6_158389308	0.75	1	0.714	1	1	1	1	1	1
chr6_158389324	0.185	0.368	0.368	0.368	0.609	0.583	0.483	0.25	0.368
chr6_158389354	0.17	0.25	0.21	0.23	0.17	0.45	0.39	0.23	0.23
chr6_158389355	0.81	0.67	0.41	0.37	0.87	0.91	0.76	0.33	0.86
chr6_158418630	0.643	1	0.769	0.5	1	0.85	0.588	0.571	0.688
chr6_158418648	0.222	0.231	0.367	0.2	0.273	0.222	0.222	0.156	0.2
chr6_158440463	0.21	0.28	0.57	0.54	0.23	0.23	0.255	0.4	0.16
chr6_158466447	0.25	0.39	0.31	0.41	0.61	0.22	0.35	0.38	0.365
chr6_158477432	0.13	0.25	0.33	0.37	0.13	0.42	0.4	0.29	0.24
chr6_158477440	0.1	0.25	0.32	0.26	0.08	0.42	0.37	0.255	0.21
chr6_158483410	0.56	0.56	0.36	0.56	0.6	0.36	0.38	0.57	0.8
chr6_158487420	0.243	0.266	0.222	0.4	0.6	0.462	0.382	0.149	0.222
chr6_158503056	1	1	1	1	1	1	1	1	1
chr6_158511382	0.42	0.4	0.35	0.34	0.35	0.4	0.42	0.42	0.33
chr6_158511389	0.2	0.19	0.14	0.14	0.17	0.16	0.2	0.12	0.165
chr6_158511390	0.39	0.41	0.26	0.34	0.42	0.3	0.31	0.26	0.35
chr6_159019838	0.31	0.22	0.39	0.43	0.64	0.56	0.45	0.31	0.41
chr6_159717935	0.1	0.11	0.15	0.17	0.15	0.27	0.12	0.15	0.3
chr6_159718012	0.059	0.066	0.111	0.111	0.133	0.196	0.066	0.111	0.217
chr6_159718053	0.071	0.054	0.133	0.102	0.167	0.211	0.15	0.133	0.133
chr6_159718061	0.25	0.08	0.13	0.14	0.21	0.16	0.09	0.135	0.08
chr6_159718071	0.14	0.12	0.2	0.07	0.41	0.21	0.29	0.08	0.32
chr6_159718090	0.214	0.173	0.128	0.105	0.156	0.156	0.051	0.091	0.152
chr6_159718100	0.28	0.29	0.11	0.1	0.3	0.12	0.18	0.33	0.21
chr6_159718103	0.158	0.083	0.073	0.089	0.089	0.089	0.05	0.103	0.116
chr6_159718131	0.5	0.55	0.58	0.45	0.42	0.25	0.59	0.28	0.31
chr6_159718133	0.54	0.61	0.43	0.29	0.6	0.2	0.47	0.39	0.21
chr6_159734602	0.17	0.2	0.21	0.39	0.415	0.46	0.44	0.57	0.81
chr6_159734640	0.24	0.21	0.23	0.16	0.23	0.22	0.23	0.67	0.6
chr6_159775202	0.059	0.047	0.047	0.044	0.097	0.071	0.047	0.042	0.047
chr6_161051154	1	1	1	1	1	1	1	1	1
chr6_161066900	1	1	1	1	1	1	1	1	1
chr6_161149553	0.085	0.07	0.08	0.08	0.09	0.09	0.09	0.18	0.07
chr6_161203039	0.18	0.29	0.18	0.28	0.64	0.33	0.3	0.09	0.42
chr6_161225232	0.15	0.19	0.07	0.15	0.15	0.2	0.13	0.08	0.19
chr6_161227889	1	0.95	1	0.95	1	1	1	1	1
chr6_161227891	1	0.95	1	0.95	1	1	1	0.96	1
chr6_161227892	1	0.96	1	1	1	1	1	1	1
chr6_161227893	1	0.96	1	1	1	1	1	1	1
chr6_161235554	0.188	0.256	0.167	0.167	0.136	0.167	0.276	0.167	0.167
chr6_161238964	0.21	0.15	0.16	0.16	0.16	0.16	0.14	0.16	0.17
chr6_161691933	1	1	1	1	1	1	1	1	1
chr6_161732602	0.59	0.36	0.62	0.71	0.38	0.75	0.56	0.48	0.52
chr6_161732613	0.36	0.73	0.94	0.53	0.32	0.71	0.64	0.22	0.38
chr6_162594918	0.62	0.36	0.56	0.47	0.17	0.72	0.44	0.55	0.25
chr6_162597674	1	1	1	1	1	1	1	1	1
chr6_162621889	0.54	0.61	0.33	0.27	0.57	0.44	0.52	0.33	0.81
chr6_16325879	0.154	0.2	0.2	0.154	0.476	0.2	0.371	0.188	0.214
chr6_163311514	1	1	1	1	1	1	1	1	1
chr6_163312784	0.154	0.162	0.136	0.184	0.154	0.158	0.143	0.214	0.211
chr6_163312828	0.238	0.2	0.238	0.14	0.15	0.429	0.35	0.25	0.238
chr6_163312829	0.22	0.17	0.15	0.14	0.29	0.16	0.36	0.31	0.18
chr6_163312845	0.29	0.17	0.21	0.3	0.19	0.3	0.46	0.33	0.29
chr6_163312855	0.54	0.37	0.26	0.27	0.47	0.42	0.6	0.445	0.57
chr6_163420144	0.24	0.26	0.18	0.14	0.24	0.25	0.26	0.24	0.17
chr6_163420149	0.34	0.39	0.3	0.26	0.35	0.33	0.36	0.33	0.25
chr6_163420154	0.43	0.49	0.41	0.37	0.48	0.45	0.49	0.45	0.37
chr6_163420173	0.41	0.33	0.41	0.4	0.39	0.36	0.35	0.32	0.45
chr6_163420174	0.16	0.12	0.16	0.17	0.16	0.13	0.16	0.13	0.16
chr6_163420176	0.2	0.16	0.25	0.15	0.16	0.16	0.16	0.15	0.19
chr6_163420177	0.19	0.17	0.17	0.18	0.17	0.2	0.23	0.15	0.19
chr6_163420185	0.81	0.8	0.82	0.77	0.71	0.8	0.82	0.8	0.74
chr6_163420189	0.7	0.57	0.66	0.64	0.58	0.64	0.63	0.59	0.62
chr6_163420190	0.35	0.35	0.35	0.39	0.33	0.31	0.39	0.28	0.33
chr6_163420203	0.08	0.1	0.11	0.13	0.105	0.13	0.08	0.13	0.1
chr6_163421825	0.2	0.389	0.111	0.2	0.292	0.167	0.312	0.111	0.2
chr6_163421845	0.12	0.176	0.176	0.381	0.105	0.24	0.323	0.176	0.108
chr6_163421846	0.43	0.44	0.29	0.48	0.33	0.19	0.22	0.17	0.4
chr6_163421848	0.24	0.39	0.11	0.46	0.09	0.17	0.17	0.09	0.17
chr6_163422494	0.19	0.16	0.21	0.17	0.18	0.1	0.24	0.1	0.23
chr6_163422495	0.1	0.17	0.17	0.18	0.17	0.13	0.22	0.17	0.28
chr6_163422513	0.052	0.021	0.048	0.074	0.02	0.052	0.101	0.052	0.054
chr6_163422570	0.039	0.049	0.083	0.034	0.1	0.104	0.14	0.061	0.136
chr6_163423042	0.23	0.47	0.31	0.5	0.48	0.73	0.5	0.31	0.53
chr6_163423043	0.07	0.39	0.25	0.4	0.33	0.67	0.36	0.31	0.45
chr6_163423087	0.38	0.31	0.43	0.33	0.39	0.54	0.51	0.21	0.58
chr6_163423109	0.32	0.28	0.37	0.345	0.27	0.41	0.4	0.15	0.44
chr6_163423149	0.12	0.045	0.069	0.127	0.082	0.157	0.12	0.12	0.193
chr6_163423165	0.18	0.07	0.19	0.11	0.18	0.3	0.13	0.1	0.15
chr6_163423167	0.21	0.15	0.33	0.17	0.22	0.38	0.19	0.1	0.35
chr6_163423173	0.082	0.0975	0.179	0.141	0.049	0.123	0.077	0.065	0.113
chr6_163423177	0.069	0.068	0.068	0.046	0.056	0.068	0.132	0.067	0.154
chr6_163423191	0.298	0.344	0.404	0.362	0.477	0.508	0.407	0.216	0.698
chr6_163424732	0.21	0.2	0.23	0.21	0.18	0.16	0.18	0.33	0.08
chr6_163424749	0.038	0.123	0.059	0.077	0.079	0.077	0.125	0.077	0.071
chr6_163424771	0.14	0.12	0.17	0.13	0.2	0.11	0.1	0.15	0.18
chr6_163424773	0.185	0.11	0.24	0.21	0.17	0.22	0.13	0.2	0.1
chr6_163424811	0.111	0.0765	0.06	0.073	0.043	0.139	0.045	0.087	0.08
chr6_163424814	0.036	0.054	0.037	0.073	0.054	0.072	0.054	0.032	0.067
chr6_163424820	0.056	0.0705	0.064	0.085	0.058	0.092	0.07	0.071	0.12
chr6_163424828	0.047	0.047	0.034	0.029	0.068	0.034	0.056	0.067	0.047
chr6_163424831	0.062	0.041	0.068	0.047	0.033	0.135	0.038	0.105	0.039
